Job Title,Company Name,Location,Job Time,Category,Salary,Post Date,Deadline,Job URL,Company Logo URL
Kredit mütəxəssisi,Kəpəz Bokt MMC,Bakı,Tam-ştat,Kredit mütəxəssisi,500 - 1000 AZN,18 aprel 2025,18 may 2025,https://www.hellojob.az/vakansiya/kredit-mutexessisi,https://www.hellojob.az/resized/companies/9qhQcFShUaUPbFBCK0PkIyn1WR0De71mBAWnVQqX-120--resize.webp
Mağaza satıcısı,AGROPET MMC,"Bakı, Xəzər rayonu, Mərdəkan qəs, Sergey Yesenin küç",Tam-ştat,Satış üzrə mütəxəssis,Razılaşma ilə,08 aprel 2025,08 may 2025,https://www.hellojob.az/vakansiya/magaza-saticisi-905042,https://www.hellojob.az/resized/120/-/resize/companies/334d514f9159b5297e53d529c4987af6/az/uploads/stores/2024/11/11/agropet-mmc-store-6731f0cfb80eb-2c9c3d7279bebc79dd48d4abe62d6798
Kuryer,Şeh Group MMC,"Bakı, Bakı Şəhəri Kənd Əhmədli",Tam-ştat,Digər,650 AZN,02 aprel 2025,02 may 2025,https://www.hellojob.az/vakansiya/kuryer,
Satış üzrə agent,Hissə Hissə Avto MMC,"Bakı, Arena Plaza, H.Əliyev prospekti 115",Frilans,Digər,Razılaşma ilə,01 aprel 2025,01 may 2025,https://www.hellojob.az/vakansiya/satis-uzre-agent-904974,https://www.hellojob.az/resized/companies/7d1d6deac2db65b7f9c753dc968206c7-120--resize.webp
SMM mütəxəssisi (xanım),Senser lingerire,"Bakı, ELMLER",Tam-ştat,SMM,500 - 700 AZN,28 mart 2025,28 aprel 2025,https://www.hellojob.az/vakansiya/sosial-media-marketinq-smm-mutexessisixanim,https://www.hellojob.az/resized/companies/09d6ddebb745fb0176a7c2001846a868-120--resize.webp
Online satış meneceri,Esshopbaku,"Bakı, Azadlig pr 19",Yarım-ştat,Satış üzrə mütəxəssis,Razılaşma ilə,19 aprel 2025,19 may 2025,https://www.hellojob.az/vakansiya/online-satis-meneceri-960501,
İngilis dili müəllimi,British Centre,"Bakı, Asif Məhərrəmov 33A",Tam-ştat,Xüsusi təhsil/ Təlim,350 - 1000 AZN,19 aprel 2025,19 may 2025,https://www.hellojob.az/vakansiya/ingilis-dili-muellimi-959418,https://www.hellojob.az/resized/companies/e0c8653e1a4fef128dd9ab1bc959c979-120--resize.webp
Satış mütəxəssisi,Qbit Technologies,"Bakı, BAKU, Caspian Plaza",Tam-ştat,Satış üzrə mütəxəssis,300 - 1000 AZN,19 aprel 2025,19 may 2025,https://www.hellojob.az/vakansiya/satis-mutexessisi-959636,
Satış məsləhətçisi,Lumiere Baku,"Bakı, Koroğlu Bravo Hipermarket Daxili, Heydər Əliyev pr 172",Yarım-ştat,Digər,300 - 400 AZN,19 aprel 2025,19 may 2025,https://www.hellojob.az/vakansiya/satis-meslehetcisi-957264,https://www.hellojob.az/resized/companies/WiFUFadGm6Bx9LWvUO7QYpl35MBOmeTuCMzT8Niq-120--resize.webp
Mühəndis,Asvent MMC,"Bakı, Nerimanov rayonu Cermet qəsəbəsi",Tam-ştat,Digər,Razılaşma ilə,19 aprel 2025,19 may 2025,https://www.hellojob.az/vakansiya/muhendis,
Ümumi İngilis dili müəllimi (Sumqayıt Ofisi),IELTS Academy,"Sumqayıt, Sumgait; Sumgait Business Center; 6/607",Tam-ştat,Xüsusi təhsil/ Təlim,Razılaşma ilə,18 aprel 2025,18 may 2025,https://www.hellojob.az/vakansiya/umumi-ingilis-dili-muellimi-sumqayit-ofisi,https://www.hellojob.az/resized/companies/92b05f653164afe3f55d8240e9abd912-120--resize.webp
Anbardar,Real Beauty,Bakı,Tam-ştat,Anbardar,Razılaşma ilə,18 aprel 2025,18 may 2025,https://www.hellojob.az/vakansiya/anbardar-931941,https://www.hellojob.az/resized/companies/495836a85f619f29820a8736f2c54bed-120--resize.webp
Satınalma meneceri,AMOGROUP,"Bakı, Xətai pr 34",Tam-ştat,Digər,Razılaşma ilə,18 aprel 2025,18 may 2025,https://www.hellojob.az/vakansiya/satinalma-meneceri-929996,
Satış Meneceri,Bebiko MMC,"Sumqayıt, Yaşıl Dərə,Hafiz Baxış küçəsi",Uzaqdan,Satış üzrə mütəxəssis,400 - 1000 AZN,18 aprel 2025,18 may 2025,https://www.hellojob.az/vakansiya/satis-meneceri-923733,
TikTok Canlı Yayım üzrə Satış Meneceri,VEN GROUP MMC,"Bakı, Rəşid Bağırov 33",Tam-ştat,Satış üzrə mütəxəssis,Razılaşma ilə,17 aprel 2025,17 may 2025,https://www.hellojob.az/vakansiya/tiktok-canli-yayim-uzre-satis-meneceri,
Əczaçı,"""AzəriMed"" QSC",Bakı,Tam-ştat,Tibb təmsilçisi,400 - 600 AZN,18 aprel 2025,18 may 2025,https://www.hellojob.az/vakansiya/eczaci-921583,https://www.hellojob.az/resized/companies/KkVZV0CBn26Yi4brfuBg9ixjm8kOa1jGwQSbLhJF-120--resize.webp
Regyon Üzrə Satış təmsilçisi,Borkan Group,"Bakı, ZİYA BÜNYADOV 69B",Tam-ştat,Satış üzrə mütəxəssis,1000 AZN,18 aprel 2025,18 may 2025,https://www.hellojob.az/vakansiya/regyon-uzre-satis-temsilcisi-921367,https://www.hellojob.az/resized/companies/e118db029f54fbc1687cc5a517a195de-120--resize.webp
Direktor assistenti,"""Uğur R Nəqqliyyat"" MMC",Xırdalan,Tam-ştat,Ofis menecmenti,800 - 1000 AZN,18 aprel 2025,18 may 2025,https://www.hellojob.az/vakansiya/direktor-assistenti-920721,
Müqavilələr və bank əməliyyatlarına hüquqi dəstək şöbəsi üzrə hüquqşünas,ABB,Bakı,Tam-ştat,Hüquq,Razılaşma ilə,18 aprel 2025,18 may 2025,https://www.hellojob.az/vakansiya/muqavileler-ve-bank-emeliyyatlarina-huquqi-destek-sobesi-uzre-huquqsunas-3792,https://www.hellojob.az/storage/companies/f5f3fde6d69bd4ae0e41a621906aced2.svg
Şəbəkə və əməliyyatların təhlükəsizliyi arxitekturası üzrə baş mütəxəssis,ABB,Bakı,Tam-ştat,Texnologiya,Razılaşma ilə,18 aprel 2025,18 may 2025,https://www.hellojob.az/vakansiya/sebeke-ve-emeliyyatlarin-tehlukesizliyi-arxitekturasi-uzre-bas-mutexessis-3791,https://www.hellojob.az/storage/companies/f5f3fde6d69bd4ae0e41a621906aced2.svg
Əməliyyat risklərinin idarə edilməsi şöbəsinin aparıcı mütəxəssisi/ baş mütəxəssisi,ABB,Bakı,Tam-ştat,Müxtəlif,Razılaşma ilə,18 aprel 2025,18 may 2025,https://www.hellojob.az/vakansiya/emeliyyat-risklerinin-idare-edilmesi-sobesinin-aparici-mutexessisi-bas-mutexessisi-3790,https://www.hellojob.az/storage/companies/f5f3fde6d69bd4ae0e41a621906aced2.svg
Rəqəmsal dələduzluq analitikası üzrə data analitik / aparıcı data analitik,ABB,Bakı,Tam-ştat,Texnologiya,Razılaşma ilə,18 aprel 2025,18 may 2025,https://www.hellojob.az/vakansiya/reqemsal-deleduzluq-analitikasi-uzre-data-analitik-aparici-data-analitik-3789,https://www.hellojob.az/storage/companies/f5f3fde6d69bd4ae0e41a621906aced2.svg
Rəqəmsal dələduzluq risk və insidentləri üzrə mütəxəssis / aparıcı /  baş mütəxəssis,ABB,Bakı,Tam-ştat,Müxtəlif,Razılaşma ilə,18 aprel 2025,18 may 2025,https://www.hellojob.az/vakansiya/reqemsal-deleduzluq-risk-ve-insidentleri-uzre-mutexessis-aparici-bas-mutexessis-3788,https://www.hellojob.az/storage/companies/f5f3fde6d69bd4ae0e41a621906aced2.svg
Məlumat xidməti üzrə kiçik mütəxəssis/Ağstafa filialı,Kapital Bank,"Ağstafa, Ağstafa rayon filialı, Аğstаfа şəhəri, Cəfər Cabbarlı küçəsi, 25A",Tam-ştat,Xidmət,Razılaşma ilə,18 aprel 2025,30 aprel 2025,https://www.hellojob.az/vakansiya/melumat-xidmeti-uzre-kicik-mutexessis-agstafa-filiali-4585,https://www.hellojob.az/storage/companies/0b19d066c7eb9fa635850615d2e16921.svg
Məlumat xidməti üzrə kiçik mütəxəssis/Göyçay filialı,Kapital Bank,"Göyçay, Göygöl rayon filialı, Göygöl şəhəri, H.Əliyеv küçəsi 45",Tam-ştat,Xidmət,Razılaşma ilə,18 aprel 2025,30 aprel 2025,https://www.hellojob.az/vakansiya/melumat-xidmeti-uzre-kicik-mutexessis-goycay-filiali-4584,https://www.hellojob.az/storage/companies/0b19d066c7eb9fa635850615d2e16921.svg
MHBS hesabatlıq şöbəsinin aparıcı mütəxəssisi/baş mütəxəssisi,ABB,,Tam-ştat,Xidmət,Razılaşma ilə,18 aprel 2025,18 may 2025,https://www.hellojob.az/vakansiya/mhbs-hesabatliq-sobesinin-aparici-mutexessisi-bas-mutexessisi-3787,https://www.hellojob.az/storage/companies/f5f3fde6d69bd4ae0e41a621906aced2.svg
QA Automation Engineer (Employee Experience Tribe),Kapital Bank,Bakı,Tam-ştat,Texnologiya,Razılaşma ilə,18 aprel 2025,18 may 2025,https://www.hellojob.az/vakansiya/qa-automation-engineer-employee-experience-tribe-4261,https://www.hellojob.az/storage/companies/0b19d066c7eb9fa635850615d2e16921.svg
Operator,GOLD MMC,"Bakı, Neftçilər m/st yaxınlığı",Tam-ştat,Ofis menecmenti,500 AZN,17 aprel 2025,17 may 2025,https://www.hellojob.az/vakansiya/operator-905155,
Hüquqşünas,Ferrum Capital QSC,"Bakı, BAKI ŞƏHƏRİ, XƏTAİ RAYONU, Xocalı prospekti",Tam-ştat,Hüquqşünas,500 - 1200 AZN,17 aprel 2025,17 may 2025,https://www.hellojob.az/vakansiya/huquqsunas,https://www.hellojob.az/resized/companies/f1caaad4868f8354b8572b70d87a4fd3-120--resize.webp
Risk həlləri sahəsi üzrə Back-end üzrə proqramçı,ABB,,Tam-ştat,Texnologiya,Razılaşma ilə,17 aprel 2025,17 may 2025,https://www.hellojob.az/vakansiya/risk-helleri-sahesi-uzre-back-end-uzre-proqramci-3622,https://www.hellojob.az/storage/companies/f5f3fde6d69bd4ae0e41a621906aced2.svg
Rəqəmsal marketinq şöbəsinin Baş dizayneri/ Aparıcı dizayneri,ABB,Bakı,Tam-ştat,Dizayn,Razılaşma ilə,17 aprel 2025,17 may 2025,https://www.hellojob.az/vakansiya/reqemsal-marketinq-sobesinin-bas-dizayneri-aparici-dizayneri-3615,https://www.hellojob.az/storage/companies/f5f3fde6d69bd4ae0e41a621906aced2.svg
Təhlükəsizliyə nəzarət mərkəzinin analitiki,ABB,,Tam-ştat,Texnologiya,Razılaşma ilə,17 aprel 2025,17 may 2025,https://www.hellojob.az/vakansiya/tehlukesizliye-nezaret-merkezinin-analitiki-3581,https://www.hellojob.az/storage/companies/f5f3fde6d69bd4ae0e41a621906aced2.svg
Rəqəmsal marketinq mütəxəssisi /aparıcı mütəxəssisi /baş mütəxəssisi (websayt kontentinin idarə edilməsi üzrə),ABB,,Tam-ştat,Marketinq,Razılaşma ilə,17 aprel 2025,17 may 2025,https://www.hellojob.az/vakansiya/reqemsal-marketinq-mutexessisi-aparici-mutexessisi-bas-mutexessisi-websayt-kontentinin-idare-edilmesi-uzre-3572,https://www.hellojob.az/storage/companies/f5f3fde6d69bd4ae0e41a621906aced2.svg
Yanğın mühafizə-siqnalizasiya sitemləri üzrə mütəxəssis/aparıcı mütəxəssis,ABB,Bakı,Tam-ştat,Xidmət,Razılaşma ilə,17 aprel 2025,17 may 2025,https://www.hellojob.az/vakansiya/yangin-muhafize-siqnalizasiya-sitemleri-uzre-mutexessis-aparici-mutexessis-3570,https://www.hellojob.az/storage/companies/f5f3fde6d69bd4ae0e41a621906aced2.svg
Kredit risklərinin idarə edilməsi şöbəsinin mütəxəssisi / aparıcı mütəxəssisi,ABB,Bakı,Tam-ştat,Kredit mütəxəssisi,Razılaşma ilə,17 aprel 2025,17 may 2025,https://www.hellojob.az/vakansiya/kredit-risklerinin-idare-edilmesi-sobesinin-mutexessisi-aparici-mutexessisi-3566,https://www.hellojob.az/storage/companies/f5f3fde6d69bd4ae0e41a621906aced2.svg
Rəqəmsal kiçik biznes sahəsinin müştəri təcrübələri üzrə mütəxəssis/aparıcı/baş mütəxəssis (RM),ABB,Bakı,Tam-ştat,Texnologiya,Razılaşma ilə,17 aprel 2025,17 may 2025,https://www.hellojob.az/vakansiya/reqemsal-kicik-biznes-sahesinin-musteri-tecrubeleri-uzre-mutexessis-aparici-bas-mutexessis-rm-3414,https://www.hellojob.az/storage/companies/f5f3fde6d69bd4ae0e41a621906aced2.svg
Rəqəmsal kiçik biznes sahəsinin müştəri təcrübələri üzrə mütəxəssis/aparıcı/baş mütəxəssis,ABB,,Tam-ştat,Xidmət,Razılaşma ilə,17 aprel 2025,17 may 2025,https://www.hellojob.az/vakansiya/reqemsal-kicik-biznes-sahesinin-musteri-tecrubeleri-uzre-mutexessis-aparici-bas-mutexessis-3542,https://www.hellojob.az/storage/companies/f5f3fde6d69bd4ae0e41a621906aced2.svg
Sistem təhlükəsizlik arxitekturası üzrə aparıcı mütəxəssis / baş mütəxəssis,ABB,,Tam-ştat,Texnologiya,Razılaşma ilə,17 aprel 2025,17 may 2025,https://www.hellojob.az/vakansiya/sistem-tehlukesizlik-arxitekturasi-uzre-aparici-mutexessis-bas-mutexessis-3457,https://www.hellojob.az/storage/companies/f5f3fde6d69bd4ae0e41a621906aced2.svg
Rəqəmsal kanallar sahəsinin IOS üzrə proqramçısı / aparıcı proqramçısı / baş proqramıçısı,ABB,Bakı,Tam-ştat,Texnologiya,Razılaşma ilə,17 aprel 2025,17 may 2025,https://www.hellojob.az/vakansiya/reqemsal-kanallar-sahesinin-ios-uzre-proqramcisi-aparici-proqramcisi-bas-proqramicisi-3719,https://www.hellojob.az/storage/companies/f5f3fde6d69bd4ae0e41a621906aced2.svg
Data Transformation Analyst (Data Steward),Kapital Bank,Bakı,Tam-ştat,Texnologiya,Razılaşma ilə,17 aprel 2025,30 aprel 2025,https://www.hellojob.az/vakansiya/data-transformation-analyst-data-steward-4441,https://www.hellojob.az/storage/companies/0b19d066c7eb9fa635850615d2e16921.svg
Maliyyə mütəxəssisi,Dinamik Ocean,"Bakı, Azadlıq m/s çıxışı",Tam-ştat,Maliyyə analiz,600 AZN,17 aprel 2025,17 may 2025,https://www.hellojob.az/vakansiya/maliyye-mutexessisi-905153,
Promouter Xanım namizədlər (tütün isitmə sistemi),Around Business Group,"Bakı, Nəriman Nərimanov",Tam-ştat,Satış üzrə mütəxəssis,540 - 900 AZN,17 aprel 2025,17 may 2025,https://www.hellojob.az/vakansiya/promouter-xanim-namizedler-tutun-isitme-sistemi,
Call-Center Operator,Rachmat Agro,"Bakı, Yasamal",Uzaqdan,Satış üzrə mütəxəssis,600 - 800 AZN,17 aprel 2025,17 may 2025,https://www.hellojob.az/vakansiya/call-center-operator-905151,
İnzibatçı,"""AGNA""MMC","Bakı, Bakı şəh., Mərkəz",Tam-ştat,Katibə / Resepşn,600 - 800 AZN,17 aprel 2025,17 may 2025,https://www.hellojob.az/vakansiya/inzibatci-905150,
Sosial Media Marketinq (SMM) mütəxəssisi,Paradise Music,"Bakı, MƏZAHİR RÜSTƏMOV 191E(ƏHMƏDLİ metrosundan 10 dəqiqə)",Tam-ştat,SMM,500 - 1000 AZN,17 aprel 2025,17 may 2025,https://www.hellojob.az/vakansiya/sosial-media-marketinq-smm-mutexessisi-905149,https://www.hellojob.az/resized/companies/bc63f17b004c9efb27cc7f9b69bf742c-120--resize.webp
Project Manager,King Entertainment Corp,Bakı,Uzaqdan,Digər,Razılaşma ilə,17 aprel 2025,17 may 2025,https://www.hellojob.az/vakansiya/project-manager-905146,
Lux Life Group,Lux Life Group,"Bakı, Yeni Yasamal,Icra hakimiyyətinin yanı",Yarım-ştat,Digər,500 - 2000 AZN,01 aprel 2025,01 may 2025,https://www.hellojob.az/vakansiya/lux-life-group,
Senior qrafik dizayner,Adroit agency,Bakı,Tam-ştat,Qrafik dizayn,1200 - 1500 AZN,16 aprel 2025,16 may 2025,https://www.hellojob.az/vakansiya/senior-qrafik-dizayner-905145,https://www.hellojob.az/resized/companies/3ce2d9bd93580c7a386d062f135defa9-120--resize.webp
Sosial Media Marketinq (SMM) mütəxəssisi,Dost İnşaat MMC,"Bakı, Çinar Park Biznes Mərkəzi",Tam-ştat,Satış üzrə mütəxəssis,800 - 1000 AZN,08 aprel 2025,08 may 2025,https://www.hellojob.az/vakansiya/sosial-media-marketinq-smm-mutexessisi-905040,https://www.hellojob.az/resized/companies/f90a62f2938023f2f1ef563a49bfb9e9-120--resize.webp
Ofis meneceri,TAMASHAEE FOODS MMC,"Bakı, Binəqədi rayonu Xocahəsən qəsəbəsi Yeni Yol 202",Tam-ştat,Ofis menecmenti,800 - 1000 AZN,16 aprel 2025,16 may 2025,https://www.hellojob.az/vakansiya/ofis-meneceri-905144,https://www.hellojob.az/resized/companies/9b43635192d65d7b6d0b1ca952653724-120--resize.webp
İnsan Resursları üzrə mütəxəssis,TAMASHAEE FOODS MMC,"Bakı, Binəqədi rayonu Xocahəsən qəsəbəsi Yeni Yol 202",Tam-ştat,İnsan resursları,700 - 1000 AZN,16 aprel 2025,16 may 2025,https://www.hellojob.az/vakansiya/insan-resurslari-uzre-mutexessis-905143,https://www.hellojob.az/resized/companies/9b43635192d65d7b6d0b1ca952653724-120--resize.webp
Kateqoriya meneceri,Beauty House MMC,"Bakı, Ayna sultanova",Tam-ştat,Menecer,900 - 1800 AZN,16 aprel 2025,16 may 2025,https://www.hellojob.az/vakansiya/kateqoriya-meneceri-905142,https://www.hellojob.az/resized/companies/3ce1fbbceab4abd6bea8f57de0bad10a-120--resize.webp
Tort ustası - fiqur ustası,Alba Cakes,"Bakı, Nizami rayonu",Tam-ştat,Digər,1000 - 1500 AZN,16 aprel 2025,16 may 2025,https://www.hellojob.az/vakansiya/tort-ustasi-fiqur-ustasi,https://www.hellojob.az/resized/companies/aabf8cb2a3abbda81f0cbf604f980317-120--resize.webp
Pastry chef,Alba Cakes,"Bakı, Nizami rayonu",Tam-ştat,Digər,1500 - 2000 AZN,16 aprel 2025,16 may 2025,https://www.hellojob.az/vakansiya/pastry-chef,https://www.hellojob.az/resized/companies/aabf8cb2a3abbda81f0cbf604f980317-120--resize.webp
Sürücü,Alba Cakes,"Bakı, Nizami rayonu",Tam-ştat,Sürücü,1000 - 1200 AZN,16 aprel 2025,16 may 2025,https://www.hellojob.az/vakansiya/surucu-905139,https://www.hellojob.az/resized/companies/aabf8cb2a3abbda81f0cbf604f980317-120--resize.webp
Promouter,Azerbaijan Travel Company,"Bakı, Bakı, İçərişəhər",Yarım-ştat,Turizm və mehmanxana işi,400 - 800 AZN,15 aprel 2025,16 may 2025,https://www.hellojob.az/vakansiya/promouter-905137,https://www.hellojob.az/resized/companies/dc06f92dd46f1aeed8a518bec026d725-120--resize.webp
Lombard üzrə mütəxəssis,AMB Rahat Kredit Evi,Bakı,Tam-ştat,Kredit mütəxəssisi,500 - 1000 AZN,16 aprel 2025,16 may 2025,https://www.hellojob.az/vakansiya/lombard-uzre-mutexessis-905138,https://www.hellojob.az/resized/companies/573dc95a054a66cd81aa3f3809425df8-120--resize.webp
Google Ads Təcrübə Proqramı,Afea Group,Bakı,Təcrübəçi,Marketinq,1300 AZN,15 aprel 2025,15 may 2025,https://www.hellojob.az/vakansiya/google-ads-tecrube-proqrami,
Mağazada Satıcı,Bəyaz Flora,"Bakı, 28 Koroğlu Rəhimov küçəsi",Tam-ştat,Satış üzrə mütəxəssis,400 - 800 AZN,15 aprel 2025,15 may 2025,https://www.hellojob.az/vakansiya/metbee-dizayneri-905135,
Mətbəə dizayneri,Bəyaz Flora,"Bakı, Fatmayı",Tam-ştat,Qrafik dizayn,700 - 1200 AZN,15 aprel 2025,15 may 2025,https://www.hellojob.az/vakansiya/metbee-dizayneri-905134,
Brend Nümayəndəsi xanım namizədlər (tütün isitmə sistemi),Around Business Group,Bakı,Yarım-ştat,Satış üzrə mütəxəssis,540 - 900 AZN,15 aprel 2025,15 may 2025,https://www.hellojob.az/vakansiya/brend-numayendesi-xanim-namizedler-tutun-isitme-sistemi,
Bağça müəllimi,MAYA UŞAQ BAĞÇASI,"Bakı, Hesen eliyev Tiblisi prospekti",Tam-ştat,Digər,300 - 350 AZN,15 aprel 2025,15 may 2025,https://www.hellojob.az/vakansiya/bagca-muellimi-905132,
Junior UI/UX Designer,Afea Group,Bakı,Tam-ştat,Dizayn,Razılaşma ilə,15 aprel 2025,15 may 2025,https://www.hellojob.az/vakansiya/junior-uiux-designer,
Sürücü,TAB MMC,"Bakı, Nizami ray. Qara Qarayev pr 102A",Tam-ştat,Sürücü,500 AZN,15 aprel 2025,15 may 2025,https://www.hellojob.az/vakansiya/surucu,
Call-center operator,VEN GROUP MMC,"Bakı, Rəşid Bağırov 33",Tam-ştat,Operator,400 - 800 AZN,15 aprel 2025,15 may 2025,https://www.hellojob.az/vakansiya/call-center-operator-905129,
Менеджер Ресторана (девушки),Restaurants by Emin Agalarov,Bakı,Tam-ştat,Xidmət,Razılaşma ilə,14 aprel 2025,14 may 2025,https://www.hellojob.az/vakansiya/menedzer-restorana-devuski,https://www.hellojob.az/storage/companies/06ccb8ff5519472beb989338237956bc.svg
Менеджер по продажам мероприятий,Restaurants by Emin Agalarov,Bakı,Tam-ştat,Satış üzrə mütəxəssis,1500 AZN,14 aprel 2025,14 may 2025,https://www.hellojob.az/vakansiya/menedzer-po-prodazam-meropriiatii,https://www.hellojob.az/storage/companies/06ccb8ff5519472beb989338237956bc.svg
Baş mühasib,Restaurants by Emin Agalarov,Bakı,Tam-ştat,Maliyyə,3000 AZN,14 aprel 2025,14 may 2025,https://www.hellojob.az/vakansiya/bas-muhasib-905126,https://www.hellojob.az/storage/companies/06ccb8ff5519472beb989338237956bc.svg
Эвент менеджер,Restaurants by Emin Agalarov,,,Marketinq,1000 AZN,14 aprel 2025,14 may 2025,https://www.hellojob.az/vakansiya/event-menedzer-905125,https://www.hellojob.az/storage/companies/06ccb8ff5519472beb989338237956bc.svg
Təcrübə proqramı,Aladdin Holding,"Bakı, Fuad Ibrahimbeyov 9b, Team Plaza",Təcrübəçi,Digər,Razılaşma ilə,14 aprel 2025,14 may 2025,https://www.hellojob.az/vakansiya/tecrube-proqrami-905124,https://www.hellojob.az/resized/companies/cff40a2eb8a9f1adcca46c0eb992988e-120--resize.webp
Satış təmsilçisi,GOLD MMC,"Bakı, Neftçilər m/st yaxınlığı",Tam-ştat,Satış üzrə mütəxəssis,700 - 1000 AZN,14 aprel 2025,14 may 2025,https://www.hellojob.az/vakansiya/satis-temsilcisi-905123,
Kontent Menecer,Balique,"Bakı, Əhməd Cavad 1",Tam-ştat,SMM,700 - 1000 AZN,14 aprel 2025,14 may 2025,https://www.hellojob.az/vakansiya/kontent-menecer,https://www.hellojob.az/resized/companies/55myRaAFIKZi8XZRY3ytMIXBrZXfb7q8kB1zqIQs-120--resize.webp
Rus və İngilis Dili Müəllimi,Harvard Education,"Bakı, İSTİQLALİYYƏT 27",Tam-ştat,Xüsusi təhsil/ Təlim,500 - 900 AZN,14 aprel 2025,14 may 2025,https://www.hellojob.az/vakansiya/rus-ve-ingilis-dili-muellimi-905121,
Qarfik Dizayner,Brandx Media,"Bakı, İçərişəhər m/s-ı ilə üzbəüz. Istiqlaliyyət 27.",Tam-ştat,Qrafik dizayn,500 - 800 AZN,14 aprel 2025,14 may 2025,https://www.hellojob.az/vakansiya/brandx-media,https://www.hellojob.az/resized/companies/UpLc6tPP9s18mCuRdxPdZVagBzCqguoDedILXt4h-120--resize.webp
Korporativ satış üzrə Mütəxəssis,ABV,Bakı,Tam-ştat,Satış,Razılaşma ilə,14 aprel 2025,14 may 2025,https://www.hellojob.az/vakansiya/korporativ-satis-uzre-mutexessis-905119,https://www.hellojob.az/resized/companies/32438928ab8d861f4166a8371bb6a077-120--resize.webp
Tibb bacısı,Asthetik Lab kosmetoloji klinika,"Bakı, Хатаи Ровшан Алиев 19",Tam-ştat,Digər,700 AZN,14 aprel 2025,14 may 2025,https://www.hellojob.az/vakansiya/tibb-bacisi-905118,https://www.hellojob.az/resized/companies/d33317bc0bed89e58ff0b135c2519a84-120--resize.webp
Satış mütəxəssisi,Smart Electronics,Bakı,Tam-ştat,Satış üzrə mütəxəssis,400 - 1200 AZN,14 aprel 2025,14 may 2025,https://www.hellojob.az/vakansiya/satis-mutexessisi-905117,https://www.hellojob.az/resized/companies/bda977d9cce09e9895570c9e8cb3e11f-120--resize.webp
Usta,NR SERVİS,"Bakı, Əhməd Rəcəbli 257",Tam-ştat,Xidmət,600 - 800 AZN,14 aprel 2025,14 may 2025,https://www.hellojob.az/vakansiya/usta-905116,
Aviakassir,Owl Tourism,"Bakı, Fətəli Xan Xoyski 166B",Tam-ştat,Turizm və mehmanxana işi,700 - 800 AZN,14 aprel 2025,14 may 2025,https://www.hellojob.az/vakansiya/aviakassir-905115,https://www.hellojob.az/resized/companies/e2hmQk1WUuEKsS4vhFThvCzDDZPF9GQfZ5nJxzBA-120--resize.webp
Korporativ satış üzrə Mütəxəssis,Travacco,"Bakı, Fətəli Xan Xoyski 166B",Tam-ştat,Satış üzrə mütəxəssis,900 AZN,14 aprel 2025,14 may 2025,https://www.hellojob.az/vakansiya/korporativ-satis-uzre-mutexessis-905114,https://www.hellojob.az/resized/companies/cLKZMfyncpYHFtV2vfr6pk1r0CPibJxjbc08bNAj-120--resize.webp
Rəqəmsal (Digital) Marketinq mütəxəssisi,Travacco,"Bakı, Fətəli Xan Xoyski 166B",Tam-ştat,Rəqəmsal marketinq,900 - 1100 AZN,14 aprel 2025,14 may 2025,https://www.hellojob.az/vakansiya/reqemsal-digital-marketinq-mutexessisi-905113,https://www.hellojob.az/resized/companies/cLKZMfyncpYHFtV2vfr6pk1r0CPibJxjbc08bNAj-120--resize.webp
Satış mütəxəssisi,Sigma LLC,Bakı,Uzaqdan,Digər,700 - 900 AZN,13 aprel 2025,13 may 2025,https://www.hellojob.az/vakansiya/satis-mutexessisi-905112,
Gözəllik salonu işçiləri,Beauty & Luxe,Bakı,Tam-ştat,Xidmət,Razılaşma ilə,13 aprel 2025,13 may 2025,https://www.hellojob.az/vakansiya/gozellik-salonu-iscileri,
Rəqəmsal (Digital) Marketinq mütəxəssisi,PrimeHaul,Bakı,Tam-ştat,Rəqəmsal marketinq,Razılaşma ilə,12 aprel 2025,13 may 2025,https://www.hellojob.az/vakansiya/reqemsal-digital-marketinq-mutexessisi-905110,
Satış Meneceri,Deirvlon Technologies,Bakı,Yarım-ştat,Satış üzrə mütəxəssis,Razılaşma ilə,12 aprel 2025,13 may 2025,https://www.hellojob.az/vakansiya/satis-meneceri-905109,https://www.hellojob.az/resized/companies/7f5c90def621a5815e41a33327e9bfbb-120--resize.webp
Kargüzar köməkçisi,Global Group MMC,"Bakı, Genclik",Tam-ştat,Digər,600 AZN,12 aprel 2025,13 may 2025,https://www.hellojob.az/vakansiya/karguzar-komekcisi,
Satış təmsilçisi,Solo Group,Bakı,Tam-ştat,Satış üzrə mütəxəssis,400 - 700 AZN,12 aprel 2025,12 may 2025,https://www.hellojob.az/vakansiya/satis-temsilcisi-905107,https://www.hellojob.az/resized/companies/8d33b5176f71c49e8af06fb9c76ac0ac-120--resize.webp
Satış təmsilçisi,INGENIOUS MANUFACTURING SOLUTIONS LLC,"Bakı, Ələsgər Qayıbov 10",Tam-ştat,Satış üzrə mütəxəssis,700 - 1200 AZN,11 aprel 2025,12 may 2025,https://www.hellojob.az/vakansiya/satis-temsilcisi-905102,
Təchizatçı,NIOS,"Bakı, Ag Şəhər",Tam-ştat,Digər,Razılaşma ilə,12 aprel 2025,12 may 2025,https://www.hellojob.az/vakansiya/techizatci,
